id,title,venue_name,venue_ids,author
meta:br/06101331663 doi:10.1038/ncomms6422,Metabotropic P2Y1 Receptor Signalling Mediates Astrocytic Hyperactivity In Vivo In An Alzheimer’s Disease Mouse Model,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Delekate, Andrea; Füchtemeier, Martina; Schumacher, Toni; Ulbrich, Cordula; Foddis, Marco; Petzold, Gabor C."
meta:br/06101331380 doi:10.1038/s41467-019-14225-8,Machine Learning Can Identify Newly Diagnosed Patients With CLL At High Risk Of Infection,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Agius, Rudi; Brieghel, Christian; Andersen, Mette Klarskov; Pearson, Alexander; Ledergerber, Bruno; Cozzi-Lepri, Alessandro; Louzoun, Yoram; Andersen, Christen L.; Bergstedt, Jacob; Von Stemann, Jakob H.; Jørgensen, Mette; Tang, Man-Hung Eric; Fontes, Magnus; Bahlo, Jasmin; Herling, Carmen D.; Hallek, Michael; Lundgren, Jens; MacPherson, Cameron; Larsen, Jan; Niemann, Carsten Utoft"
meta:br/06101331634 doi:10.1038/ncomms6550,Reciprocal Functions Of Cryptococcus Neoformans Copper Homeostasis Machinery During Pulmonary Infection And Meningoencephalitis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sun, Tian-Shu; Ju, Xiao; Gao, Hui-Ling; Wang, Tao; Thiele, Dennis J.; Li, Jia-Yi; Wang, Zhan-You; Ding, Chen"
meta:br/06101331528 doi:10.1038/ncomms6578,Lattice-free Prediction Of Three-Dimensional Structure Of Programmed DNA Assemblies,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Pan, Keyao; Kim, Do-Nyun; Zhang, Fei; Adendorff, Matthew R.; Yan, Hao; Bathe, Mark"
meta:br/06101331278 doi:10.1038/s41467-020-14507-6,Addendum: Discrepancy In Scientific Authority And Media Visibility Of Climate Change Scientists And Contrarians,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Petersen, Alexander Michael; Vincent, Emmanuel M.; Westerling, Anthony LeRoy"
meta:br/06101331372 doi:10.1038/s41467-019-14042-z,"Virulent Coliphages In 1-Year-Old Children Fecal Samples Are Fewer, But More Infectious Than Temperate Coliphages",Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Mathieu, Aurélie; Dion, Moïra; Deng, Ling; Tremblay, Denise; Moncaut, Elisabeth; Shah, Shiraz; Stokholm, Jakob; Krogfelt, Karen A; Schjørring, Susanne; Bisgaard, Hans; Nielsen, Dennis Sandris; Moineau, Sylvain; Petit, Marie-Agnès"
meta:br/06101331853 doi:10.1038/ncomms6355,Titania Single Crystals With A Curved Surface,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yang, Shuang; Yang, Bing Xing; Wu, Long; Li, Yu Hang; Liu, Porun; Zhao, Huijun; Yu, Yan Yan; Gong, Xue-Qing; Yang, Hua Gui"
meta:br/06101331734 doi:10.1038/ncomms6412,Scanning STED-FCS Reveals Spatiotemporal Heterogeneity Of Lipid Interaction In The Plasma Membrane Of Living Cells,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Honigmann, Alf; Mueller, Veronika; Ta, Haisen; Schoenle, Andreas; Sezgin, Erdinc; Hell, Stefan W.; Eggeling, Christian"
meta:br/06101331383 doi:10.1038/s41467-019-14180-4,Large-scale Lipid Analysis With C=C Location And Sn-Position Isomer Resolving Power,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Cao, Wenbo; Cheng, Simin; Yang, Jing; Feng, Jiaxin; Zhang, Wenpeng; Li, Zishuai; Chen, Qinhua; Xia, Yu; Ouyang, Zheng; Ma, Xiaoxiao"
meta:br/06101331669 doi:10.1038/ncomms6479,The Immune Synapse Clears And Excludes Molecules Above A Size Threshold,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Cartwright, Adam N. R.; Griggs, Jeremy; Davis, Daniel M"
meta:br/06101331143 doi:10.1038/s41467-020-14348-3,The In Vivo Genetic Program Of Murine Primordial Lung Epithelial Progenitors,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ikonomou, Laertis; Herriges, Michael J.; Lewandowski, Sara L.; Marsland, Robert; Villacorta-Martin, Carlos; Caballero, Ignacio S.; Frank, David B.; Sanghrajka, Reeti M.; Dame, Keri; Kańduła, Maciej M.; Hicks-Berthet, Julia; Lawton, Matthew; Christodoulou, Constantina; Fabian, Attila J.; Kolaczyk, Eric; Varelas, Xaralabos; Morrisey, Edward E.; Shannon, John M.; Mehta, Pankaj; Kotton, Darrell N."
meta:br/06101331242 doi:10.1038/s41467-019-13834-7,Ionophore Constructed From Non-Covalent Assembly Of A G-quadruplex And Liponucleoside Transports K+-ion Across Biological Membranes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Debnath, Manish; Chakraborty, Sandipan; Kumar, Y. Pavan; Chaudhuri, Ritapa; Jana, Biman; Dash, Jyotirmayee"
meta:br/06101331414 doi:10.1038/s41467-019-14100-6,A Network Analysis To Identify Mediators Of Germline-Driven Differences In Breast Cancer Prognosis,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Escala-Garcia, Maria; Abraham, Jean; Andrulis, Irene L; Anton-Culver, Hoda; Arndt, Volker; Ashworth, Alan; Auer, Paul L.; Auvinen, Päivi; Beckmann, Matthias W.; Beesley, Jonathan; Behrens, Sabine; Benitez, Javier; Bermisheva, Marina; Blomqvist, Carl; Blot, William; Bogdanova, Natalia V.; Bojesen, Stig E; Bolla, Manjeet K.; Børresen-Dale, Anne-Lise; Brauch, Hiltrud; Brenner, Hermann; Brucker, Sara Y.; Burwinkel, Barbara; Caldas, Carlos; Canzian, Federico; Chang-Claude, Jenny; Chanock, Stephen J; Chin, Suet-Feung; Clarke, Christine L.; Couch, Fergus J.; Cox, Angela; Cross, Simon S.; Czene, Kamila; Daly, Mary B.; Dennis, Joe; Devilee, Peter; Dunn, Janet A.; Dunning, Alison; Dwek, Miriam; Earl, Helena; Eccles, Diana; Eliassen, A. Heather; Ellberg, Carolina; Evans, D. Gareth; Fasching, Peter; Figueroa, Jonine; Flyger, Henrik; Gago-Dominguez, Manuela; Gapstur, Susan M.; García-Closas, Montserrat; Garcia-Saenz, José Ángel; Gaudet, Mia M.; George, Angela; Giles, Graham; Goldgar, David E.; González-Neira, Anna; Grip, Mervi; Guenel, Pascal; Guo, Qi; Haiman, Christopher A.; Håkansson, Niclas; Hamann, Ute; Harrington, Patricia A.; Hiller, Louise; Hooning, Maartje J.; Hopper, John L.; Howell, Anthony; Huang, C -S; Huang, Guanmengqian; Hunter, David J.; Jakubowska, Anna; John, Esther M.; Kaaks, Rudolf; Kapoor, Pooja Middha; Keeman, Renske; Kitahara, Cari M.; Koppert, Linetta B.; Kraft, Peter; Kristensen, Vessela N.; Lambrechts, Diether; Le Marchand, Loic; Lejbkowicz, Flavio; Lindblom, Annika; Lubiński, Jan; Mannermaa, Arto; Manoochehri, Mehdi; Manoukian, Siranoush; Margolin, Sara; Martinez, Maria Elena; Maurer, Tabea; Mavroudis, Dimitrios; Meindl, Alfons; Milne, Roger L; Mulligan, Anna Marie; Neuhausen, Susan L.; Nevanlinna, Heli; Newman, W G; Olshan, Andrew F.; Olson, Janet E.; Olsson, Håkan; Orr, Nick; Peterlongo, Paolo; Petridis, Christos; Prentice, Ross L.; Presneau, Nadege; Punie, Kevin; Ramachandran, Dhanya; Rennert, Gadi; Romero, Atocha; Sachchithananthan, Mythily; Saloustros, Emmanouil; Sawyer, Elinor J; Schmutzler, Rita K.; Schwentner, Lukas; Scott, Christopher; Simard, Jacques; Sohn, Christof; Southey, Melissa C.; Swerdlow, Anthony J.; Tamimi, Rulla M.; Tapper, William; Teixeira, M R; Terry, Mary Beth; Thorne, Heather; Tollenaar, Rob A. E. M.; Tomlinson, Ian; Troester, Melissa A.; Truong, Thérèse; Turnbull, Cynthia; Vachon, Celine M.; Van Der Kolk, Lizet E.; Wang, Qin; Winqvist, Robert; Wolk, Alicja; Yang, Xiaohong R.; Ziogas, Argyrios; Pharoah, Paul Dp; Hall, Per; Wessels, Lodewyk F. A.; Chenevix-Trench, Georgia; Bader, Gary; Dörk, Thilo; Easton, Douglas F; Canisius, Sander; Schmidt, Mk"
meta:br/06101331956 doi:10.1038/ncomms6257,Genome Flux And Stasis In A Five Millennium Transect Of European Prehistory,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Gamba, Cristina; Jones, Eppie R.; Teasdale, Matthew D; McLaughlin, Russell; Gonzalez-Fortes, Gloria; Mattiangeli, Valeria; Domboróczki, László; Kővári, Ivett; Pap, Ildikó; Anders, Alexandra; Whittle, Alasdair; Dani, János; Raczky, Pál; Higham, Thomas; Hofreiter, Michael; Bradley, D G; Pinhasi, Ron"
meta:br/06101331988 doi:10.1038/ncomms6194,‘Division Of Labour’ In Response To Host Oxidative Burst Drives A Fatal Cryptococcus Gattii Outbreak,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Voelz, Kerstin; Johnston, Simon A; Taylor-Smith, Leanne; Hall, Rebecca A; Idnurm, Alexander; May, Robin"
meta:br/06101331277 doi:10.1038/s41467-019-14101-5,"Easy Access To Medium-Sized Lactones Through Metal Carbene Migratory Insertion Enabled 1,4-Palladium Shift",Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yu, Yinghua; Chakraborty, Pushkin; Song, Jinshuai; Zhu, Lei; Li, Chunsen; Huang, Xueliang"
meta:br/06101331929 doi:10.1038/ncomms6251,Biexcitonic Molecules Survive Excitons At The Mott Transition,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Shahmohammadi, Mehran; Jacopin, Gwenole; Rossbach, Georg; Levrat, Jacques; Feltin, Eric; Carlin, Jean-François; Ganière, Jean-Daniel; Butté, Raphaël; Grandjean, Nicolas; Deveaud, Benoit"
meta:br/06101331494 doi:10.1038/s41467-019-14015-2,Programming Temporal Morphing Of Self-Actuated Shells,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Guseinov, Ruslan; McMahan, Connor; Pérez, Jesús; Daraio, Chiara; Bickel, Bernd"
meta:br/06101331541 doi:10.1038/ncomms6672,Dynamic Encoding Of Face Information In The Human Fusiform Gyrus,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ghuman, Avniel Singh; Brunet, Nicolas M.; Li, Yuanning; Konecky, Roma O.; Pyles, John A.; Walls, Shawn A.; Destefino, Vincent; Wang, Wei; Richardson, R. Mark"
meta:br/06101331877 doi:10.1038/ncomms6214,miR-24 Limits Aortic Vascular Inflammation And Murine Abdominal Aneurysm Development,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Maegdefessel, Lars; Spin, Joshua M.; Raaz, Uwe; Eken, Suzanne M.; Toh, Ryuji; Azuma, Junya; Adam, Matti; Nagakami, Futoshi; Heymann, Helen M.; Chernugobova, Ekaterina; Jin, Hong; Roy, Joy; Hultgren, Rebecka; Caidahl, Kenneth; Schrepfer, Sonja; Hamsten, Anders; Eriksson, Per; McConnell, Michael V; Dalman, Ronald L.; Tsao, Philip S."
meta:br/06101331021 doi:10.1038/s41467-020-14540-5,Revisiting The pH-gated Conformational Switch On The Activities Of HisKA-family Histidine Kinases,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Mideros-Mora, Cristina; Miguel-Romero, Laura; Felipe-Ruiz, Alonso; Casino, Patricia; Marina, Alberto"
meta:br/06101331904 doi:10.1038/ncomms6330,Protein Design With A Comprehensive Statistical Energy Function And Boosted By Experimental Selection For Foldability,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Xiong, Peng; Wang, Meng; Zhou, Xiaoqun; Zhang, Tongchuan; Zhang, Jiahai; Chen, Quan; Liu, Haiyan"
meta:br/06101331115 doi:10.1038/s41467-019-13745-7,Arginine Π-Stacking Drives Binding To Fibrils Of The Alzheimer Protein Tau,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ferrari, Luca; Stucchi, Riccardo; Konstantoulea, Katerina; Kamp, Gerarda Van De; Kos, Renate; Geerts, Willie J.C; Van Bezouwen, Laura S.; Förster, Friedrich; Altelaar, Maarten; Hoogenraad, Casper C; Rüdiger, Stefan"
meta:br/06101331516 doi:10.1038/s41467-019-14037-w,An Electrochemical Biosensor For The Detection Of Epithelial-Mesenchymal Transition,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Du, Xin; Zhang, Zhenhua; Zheng, Xiaodi; Zhang, Hongyan; Dong, Dan; Zhang, Zhenguo; Liu, Min; Zhou, Jun"
meta:br/06101331626 doi:10.1038/ncomms6535,Large-scale Mutational Analysis Of Kv11.1 Reveals Molecular Insights Into Type 2 Long QT Syndrome,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Anderson, Corey L.; Kuzmicki, Catherine E.; Childs, Ryan R.; Hintz, Caleb J.; Delisle, Brian; January, Craig T."
meta:br/06101331195 doi:10.1038/s41467-020-14381-2,Microscaled Proteogenomic Methods For Precision Oncology,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Satpathy, Shankha; Jaehnig, Eric J.; Krug, Karsten; Kim, Beom-Jun; Saltzman, Alexander B.; Chan, Doug W.; Holloway, Kimberly R.; Anurag, Meenakshi; Huang, Chen; Singh, Purba; Gao, Ari; Namai, Noel; Dou, Yongchao; Wen, Bo; Vasaikar, Suhas; Mutch, David; Watson, Mark A.; Ma, Cynthia; Ademuyiwa, Foluso O.; Rimawi, Mothaffar; Schiff, Rachel; Hoog, Jeremy; Jacobs, Samuel; Malovannaya, Anna; Hyslop, Terry; Clauser, Karl R.; Mani, D. R.; Perou, Charles M; Miles, George; Zhang, Bing; Gillette, Michael A.; Carr, Steven A; Ellis, Matthew J"
meta:br/06101331306 doi:10.1038/s41467-019-14239-2,Understanding The Friction Of Atomically Thin Layered Materials,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Andersson, David; De Wijn, Astrid S"
meta:br/06101331480 doi:10.1038/s41467-019-13907-7,Acidity Enhancement Through Synergy Of Penta- And Tetra-Coordinated Aluminum Species In Amorphous Silica Networks,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Zichun; Li, Tong; Jiang, Yijiao; Lafon, Olivier; Liu, Zongwen; Trébosc, Julien; Baiker, Alfons; Amoureux, Jean-Paul; Huang, Jun"
meta:br/06101331798 doi:10.1038/ncomms6428,High-pressure Radiative Conductivity Of Dense Silicate Glasses With Potential Implications For Dark Magmas,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Murakami, Motohiko; Goncharov, A F; Hirao, Naohisa; Masuda, Ryo; Mitsui, Takaya; Thomas, Sylvia-Monique; Bina, Craig"
meta:br/06101331571 doi:10.1038/ncomms6650,Double-sieving-defective aminoacyl-tRNA Synthetase Causes Protein Mistranslation And Affects Cellular Physiology And Development,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lu, Jiongming; Bergert, Martin; Walther, Anita; Suter, Beat"
meta:br/06101331307 doi:10.1038/s41467-019-14016-1,Reaction Scope And Mechanistic Insights Of Nickel-Catalyzed Migratory Suzuki–Miyaura Cross-Coupling,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Li, Yuqiang; Luo, Yixin; Peng, Long; Li, Yangyang; Zhao, Binzhi; Wang, Wang; Pang, Hailiang; Deng, Yi; Bai, Ruopeng; Lan, Yu; Yin, Guoyin"
meta:br/06101331460 doi:10.1038/s41467-019-13818-7,The ETFL Formulation Allows Multi-Omics Integration In Thermodynamics-Compliant Metabolism And Expression Models,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Salvy, Pierre; Hatzimanikatis, Vassily"
meta:br/06101331094 doi:10.1038/s41467-020-14469-9,Cellular Adaptation To Oxygen Deficiency Beyond The Nobel Award,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lopéz-Barneo, José; Simon, M. Celeste"
meta:br/06101331200 doi:10.1038/s41467-020-14404-y,Integrative Analysis Reveals RNA G-quadruplexes In UTRs Are Selectively Constrained And Enriched For Functional Associations,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lee, David Sm; Ghanem, Louis R.; Barash, Yoseph"
meta:br/06101331618 doi:10.1038/ncomms6592,DNA Methylation Signatures Link Prenatal Famine Exposure To Growth And Metabolism,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Tobi, Elmar W; Goeman, Jelle; Monajemi, Ramin; Gu, Hongcang; Putter, Hein; Zhang, Yanju; Slieker, Rc; Stok, Arthur P.; Thijssen, Peter E.; Müller, Fabian; Van Zwet, Erik W.; Bock, Christoph; Meissner, Alexander; Lumey, L. H.; Slagboom, Eline; Heijmans, Bastiaan T."
meta:br/06101331558 doi:10.1038/ncomms6727,Cryo-electron Tomography Reveals Ciliary Defects Underlying Human RSPH1 Primary Ciliary Dyskinesia,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lin, Jianfeng; Yin, Weining; Smith, Maria C.; Song, Kangkang; Leigh, Margaret W.; Zariwala, Maimoona A.; Knowles, Michael R.; Ostrowski, Lawrence E.; Nicastro, Daniela"
meta:br/06101331425 doi:10.1038/s41467-019-14073-6,Circular Photogalvanic Spectroscopy Of Rashba Splitting In 2D Hybrid Organic–Inorganic Perovskite Multiple Quantum Wells,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Liu, Xiaojie; Chanana, Ashish; Huynh, Uyen; Xue, Fei; Haney, Paul; Blair, Steve; Jiang, Xiaomei; Vardeny, Z. V."
meta:br/06101331468 doi:10.1038/s41467-019-13689-y,STING-dependent Paracriny Shapes Apoptotic Priming Of Breast Tumors In Response To Anti-Mitotic Treatment,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lohard, Steven; Bourgeois, Nathalie; Maillet, Laurent; Gautier, Fabien; Fétiveau, Aurélie; Lasla, Hamza; Nguyen, Frédérique; Vuillier, Céline; Dumont, Alison; Moreau-Aubry, Agnès; Frapin, Morgane; David, Laurent; Loussouarn, Delphine; Kerdraon, Olivier; Campone, Mario; Jézéquel, Pascal; Juin, Philippe; Barillé-Nion, Sophie"
meta:br/06101331739 doi:10.1038/ncomms6476,Targeting TopBP1 At A Convergent Point Of Multiple Oncogenic Pathways For Cancer Therapy,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chowdhury, Pinki; Lin, Gregory E.; Liu, Kang; Song, Yongcheng; Lin, Fang-Tsyr; Lin, Weei-Chin"
meta:br/06101331714 doi:10.1038/ncomms6537,Mercury Nano-Trap For Effective And Efficient Removal Of mercury(II) From Aqueous Solution,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Li, Baiyan; Zhang, Yiming; Ma, Dingxuan; Shi, Zhan; Ma, Shengqian"
meta:br/06101331033 doi:10.1038/s41467-020-14445-3,Rain And Small Earthquakes Maintain A Slow-Moving Landslide In A Persistent Critical State,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bontemps, Noélie; Lacroix, Pascal; Larose, Eric; Jara, Jorge; Taipe, Edu"
meta:br/06101331201 doi:10.1038/s41467-020-14366-1,Highly Efficient Three-Dimensional Solar Evaporator For High Salinity Desalination By Localized Crystallization,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Song, Yanlin; Dong, Zhichao; Cai, Zheren; Ganapathy, Turga; Fang, Niocholas X.; Li, Chuxin; Yu, Cunlong; Zhang, Yu; Song, Yanlin"
meta:br/06101331283 doi:10.1038/s41467-019-14265-0,A Common Wild Rice-Derived BOC1 Allele Reduces Callus Browning In Indica Rice Transformation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zhang, Kun; Su, Jingjing; Xu, Min; Zhou, Zhihui; Zhu, Xiaoyang; Ma, Xin; Hou, Jingjing; Tan, Lubin; Zhu, Zuofeng; Cai, Hongwei; Liu, Fengxia; Sun, Hongying; Gu, Ping; Li, Chen; Liang, Yuntao; Zhao, Wensheng; Sun, Chuanqing; Fu, Yongcai"
meta:br/06101331052 doi:10.1038/s41467-020-14395-w,A Phosphorylation-Based Switch Controls TAA1-mediated Auxin Biosynthesis In Plants,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Qian; Qin, Guocheng; Cao, Min; Chen, Rong; He, Yuming; Yang, Liyuan; Zeng, Zhejun; Yu, Yongqiang; Gu, Yangtao; Xing, Weiman; Tao, W. Andy; Xu, Tongda"
meta:br/06101331354 doi:10.1038/s41467-019-14159-1,Functional Brain Architecture Is Associated With The Rate Of Tau Accumulation In Alzheimer’s Disease,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Franzmeier, Nicolai; Alzheimer’s Disease Neuroimaging Initiative Adni; Neitzel, Julia; Rubinski, Anna; Smith, Ruben; Strandberg, Olof; Ossenkoppele, Rik; Hansson, Oskar; Ewers, Michael"
meta:br/06101331662 doi:10.1038/ncomms6554,Visible-light-enhanced Gating Effect At The LaAlO3/SrTiO3 Interface,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Lei, Y.; Li, Y.; Chen, Y. Z.; Xie, Y. W.; Chen, Y. S.; Wang, S. H.; Wang, J.; Shen, B. G.; Pryds, Nini; Hwang, H. Y.; Sun, J. R."
meta:br/06101331732 doi:10.1038/ncomms6487,Structural Basis For Trypanosomal Haem Acquisition And Susceptibility To The Host Innate Immune System,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Stødkilde, Kristian; Torvund-Jensen, Morten; Moestrup, Søren Kragh; Andersen, Christian B. F."
meta:br/06101331157 doi:10.1038/s41467-020-14492-w,Global Meta-Analysis Shows Pervasive Phosphorus Limitation Of Aboveground Plant Production In Natural Terrestrial Ecosystems,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Hou, Enqing; Luo, Yiqi; Kuang, Yuanwen; Chen, Chengrong; Lu, Xiankai; Jiang, Lifen; Luo, Xianzhen; Wen, Dazhi"
